addresses_roadtype_name;addresses_end_street_number;geo_epgs_4326_lon;values_attribute_name;estimated_dates;addresses_road_name;values_category;addresses_zip_code;secondary_filters_id;values_value;addresses_town;secondary_filters_name;timetable;secondary_filters_tree;start_date;addresses_district_name;end_date;geo_epgs_25831_x;addresses_start_street_number;register_id;institution_id;addresses_main_address;addresses_district_id;addresses_roadtype_id;addresses_type;addresses_neighborhood_id;_id;name;addresses_road_id;created;geo_epgs_25831_y;institution_name;modified;secondary_filters_asia_id;secondary_filters_fullpath;geo_epgs_4326_lat;values_description;values_id;addresses_neighborhood_name;values_outstanding;values_attribute_id
;61;2.1466644269033046;Tel.;;Carrer de Laforja;Telèfons;8021;NULL;671157673;Barcelona;;;NULL;;Sarrià-Sant Gervasi;;428665.359;61;﻿99400637457;NULL;True;5;;;26;1;Florster Barcelona;175900;2019-09-23T12:54:24;4583198.843;;2024-06-10T11:42:18.857657;NULL;;41.39716394444067;;233424;Sant Gervasi - Galvany;True;20001
;NULL;2.1198884386188213;Tel.;;C Major de Sarrià;Telèfons;8017;NULL;932053116;BARCELONA;;;NULL;;Sarrià-Sant Gervasi;;426432.2656854191;174;﻿75990086237;NULL;True;5;;;23;2;Clínica Veterinària Delphis;206505;1996-09-18T00:00:00;4583739.909855923;;2023-10-03T10:43:07.588542;NULL;;41.40183589113448;;140721;Sarrià;True;20001
;NULL;2.1296659137585396;Tel.;;Fígols;Telèfons;8028;NULL;933309762;BARCELONA;;;NULL;;Les Corts;;427228.2464129146;23;﻿75990055218;NULL;True;4;;;19;3;Clínica Veterinaria Dogs;125006;1996-09-18T00:00:00;4581609.370813996;;2023-10-03T10:44:33.234395;NULL;;41.38271945689916;;137984;les Corts;True;20001
;NULL;2.1110624879700417;Centraleta;;Carrer dels Cavallers;Telèfons;8034;NULL;932858400;Barcelona;;;NULL;;Les Corts;;425681.33826269134;37;﻿75990033127;NULL;True;4;;;21;4;Ars Veterinària;52707;1996-09-17T00:00:00;4582464.170136324;;2026-04-30T14:03:32.352064;NULL;;41.390276839970724;;136514;Pedralbes;True;20003
;NULL;2.163378925460572;Tel.;;C Margarit;Telèfons;8004;NULL;934424854;BARCELONA;;;NULL;;Sants-Montjuïc;;430037.0443295818;34;﻿99400286024;NULL;True;3;;;11;5;SA Veterinaris;195500;2012-01-31T17:54:08;4580535.901885119;;2016-03-21T17:09:09;NULL;;41.3733002204874;;224660;el Poble-sec;True;20001
;NULL;2.188588864577633;Tel.;;València;Telèfons;8026;NULL;933405554;BARCELONA;;;NULL;;Sant Martí;;432185.3145794611;637;﻿75990288453;NULL;True;10;;;65;6;Clot Veterinària;350308;1996-09-18T00:00:00;4584793.14278782;;2023-10-03T10:39:37.622188;NULL;;41.411827876732325;;149773;el Clot;True;20001
;NULL;2.136497984407104;Tel.;;Santa Caterina;Telèfons;8014;NULL;934901285;BARCELONA;;;NULL;;Sants-Montjuïc;;427795.2529934536;19;﻿75990288454;NULL;True;3;;;18;7;Centre Veterinari Santa Catalina;313301;1996-09-18T00:00:00;4581176.811157357;;2023-10-03T10:39:37.547335;NULL;;41.37887464485312;;149774;Sants;True;20001
;NULL;2.1394485475119573;;;Pl Wagner;;8021;NULL;;BARCELONA;;;NULL;;Sarrià-Sant Gervasi;;428057.2291183558;1;﻿92086026115;NULL;True;5;;;26;8;Àrea per a Gossos  *Plaça Wagner;367752;1988-03-15T00:00:00;4582710.238249476;;2022-12-16T12:06:54.660165;NULL;;41.39270909917788;;NULL;Sant Gervasi - Galvany;;NULL
;NULL;2.151902119737751;Tel.;;Rbla Prat;Telèfons;8012;NULL;932380348;BARCELONA;;;NULL;;Gràcia;;429107.71571015014;17;﻿75990081325;NULL;True;6;;;31;9;Clínica Veterinària Marin;265708;1996-09-18T00:00:00;4583654.977255718;;2023-10-03T10:44:49.817870;NULL;;41.40131129392689;;141014;la Vila de Gràcia;True;20001
;NULL;2.1485509758199597;;;C Torrent del Remei;;8023;NULL;;BARCELONA;;;NULL;;Gràcia;;428843.9939190839;12;﻿99400364538;NULL;True;6;;;29;10;Àrea per a Gossos Torrent del Remei *Park Güell Forestal;340905;2014-11-28T09:42:00;4585326.311903539;;2022-12-16T12:06:50.992543;NULL;;41.41634104201119;;NULL;el Coll;;NULL
;NULL;2.1798350402565396;Tel.;;Pl Doctor Modrego;Telèfons;8027;NULL;933 52 80 56;BARCELONA;;;NULL;;Sant Andreu;;431467.91724009655;4;﻿75990355405;NULL;True;9;;;62;11;Centre Veterinari Tot Animals;102907;1996-09-18T00:00:00;4586301.59893927;;2023-10-03T10:39:15.248935;NULL;;41.42535317337432;;151962;el Congrés i els Indians;True;20001
;NULL;2.1367013654278004;Tel.;;C Comtes de Bell-lloc;Telèfons;8014;NULL;934905897;BARCELONA;;;NULL;;Sants-Montjuïc;;427815.3227323687;130;﻿75990042032;NULL;True;3;;;18;12;Consultori Veterinari De Veterinària;88001;1996-09-18T00:00:00;4581484.153161927;;2023-10-03T10:44:59.023907;NULL;;41.38164455751853;;137826;Sants;True;20001
;3;2.19122910403462;;;Passeig de Salvat Papasseit;;8003;NULL;;Barcelona;;;NULL;;Ciutat Vella;;432376.09;3;﻿99400291712;96269141552;True;1;;;3;13;Àrea d'Esbarjo per a Gossos;294874;2012-04-26T00:00:00;4581589.408;Parc de la Barceloneta;2023-10-31T10:16:59.374869;NULL;;41.38298882245804;;NULL;la Barceloneta;;NULL
;NULL;2.1533099998848826;;;C Llobregós;;8032;NULL;;BARCELONA;;;NULL;;Horta-Guinardó;;429248.54184461245;201;﻿99400344534;99146140904;True;7;;;37;14;Àrea  per a Gossos;185700;2014-06-06T00:00:00;4586021.019216916;Jardins Jaume Planas i Alemany;2023-06-01T13:31:38.103116;NULL;;41.422633709424716;;NULL;el Carmel;;NULL
;NULL;2.1361759627297014;Tel.;;C Vallespir;Telèfons;8014;NULL;934912367;BARCELONA;;;NULL;;Sants-Montjuïc;;427770.2891938255;77;﻿99400147751;NULL;True;3;;;18;15;Centre Veterinari Salus Veterinaria;352904;2005-11-21T12:02:26;4581374.0712267;;2023-01-16T18:02:09.458171;NULL;;41.380649050302175;;214714;Sants;True;20001
;NULL;2.1662519163732252;Tel.;;Romans;Telèfons;8025;NULL;932196012;BARCELONA;;;NULL;;Gràcia;;430314.77382261667;42;﻿96107131126;NULL;True;6;;;32;16;Castelar Castelar;287609;1996-04-16T00:00:00;4584427.91396879;;2025-04-15T16:43:39.875675;NULL;;41.40837838681417;;190809;el Camp d'en Grassot i Gràcia Nova;True;20001
;NULL;2.15799918120041;Tel.;;G.V. Corts Catalanes;Telèfons;8015;NULL;934530263;BARCELONA;;;NULL;;Eixample;;429595.8774311465;506;﻿96107141445;NULL;True;2;;;10;17;M. Luera Carbo;169409;1996-04-16T00:00:00;4581438.033987552;;2025-04-15T16:43:39.881345;NULL;;41.38138695644468;;190814;Sant Antoni;True;20001
;NULL;2.14070989339698;Tel.;;Av Sarrià;Telèfons;8029;NULL;933217099;BARCELONA;;;NULL;;Les Corts;;428160.90814910963;60;﻿96107142305;NULL;True;4;;;19;18;J.M. Montañes Altura;320704;1996-04-16T00:00:00;4582530.564024484;;2025-04-15T16:43:39.887195;NULL;;41.39110011135435;;190815;les Corts;True;20001
;NULL;2.2076132884355637;Tel.;;G.V. Corts Catalanes;Telèfons;8020;NULL;933148312;BARCELONA;;;NULL;;Sant Martí;;433781.6519416878;1158;﻿96107144106;NULL;True;10;;;71;19;Zoolandia;169409;1996-04-16T00:00:00;4585470.805497534;;2025-04-15T16:43:46.361803;NULL;;41.418064506368005;;190821;Provençals del Poblenou;True;20001
;134;2.164151657814647;Tel.;;Carrer de l'Encarnació;Telèfons;8025;NULL;932191050;Barcelona;;;NULL;;Gràcia;;430139.79098894;132;﻿124112141;NULL;True;6;;;32;20;Centre Veterinari Taxdirt;109203;2000-05-03T00:00:00;4584487.61465712;;2021-05-18T12:25:57.963794;NULL;;41.408900900423696;;129516;el Camp d'en Grassot i Gràcia Nova;True;20001
;45;2.116919660567984;;;Carrer del Cardenal Reig;;8028;NULL;;Barcelona;;;NULL;;Les Corts;;426158.183;45;﻿99400344548;99400072463;False;4;;;20;21;Àrea per a Gossos;65200;2014-06-06T00:00:00;4581198.861;Jardins de Josep Munté;2023-06-01T13:31:50.282537;NULL;;41.37892467163674;;NULL;la Maternitat i Sant Ramon;;NULL
;NULL;2.2078452555244152;;;C Ramon Turró;;8005;NULL;;BARCELONA;;;NULL;;Sant Martí;;433786.5242065595;267;﻿99400344567;99361132137;True;10;;;68;22;Àrea per a Gossos;110009;2014-06-06T00:00:00;4583883.7599727735;Jardins de Gandhi;2023-06-01T13:31:59.744855;NULL;;41.40377081522657;;NULL;el Poblenou;;NULL
;81;2.140731723997688;;;Carrer de Robrenyo;;8029;NULL;;Barcelona;;;NULL;;Sants-Montjuïc;;428153.641;81;﻿99400344578;96261095328;True;3;;;18;23;Àrea per a Gossos;285104;2014-06-06T00:00:00;4581613.61;Jardins de Màlaga;2024-07-19T13:45:51.137270;NULL;;41.382840808873816;;NULL;Sants;;NULL
;NULL;2.181049883078466;;;C Juan de Garay;;8041;NULL;;BARCELONA;;;NULL;;Sant Andreu;;431561.44650389464;10;﻿99400344584;NULL;True;9;;;63;24;Àrea per a Gossos *Pg Maragall -Trinxant - Juan de Garay;172200;2014-06-06T15:45:17;4585456.555194593;;2022-12-16T12:06:51.299756;NULL;;41.41775012907441;;NULL;Navas;;NULL
;NULL;2.2022588836665173;Tel.;;Ramon Turró;Telèfons;8005;NULL;934853290;BARCELONA;;;NULL;;Sant Martí;;433315.2458774474;181;﻿75990050756;NULL;True;10;;;68;25;Centre Veterinari;110009;1996-09-18T00:00:00;4583417.935423573;;2023-10-03T10:44:42.362189;NULL;;41.39953630443832;;137614;el Poblenou;True;20001
;NULL;2.1547185133421882;Tel.;;Enric Granados;Telèfons;8008;NULL;932182983;BARCELONA;;;NULL;;Eixample;;429334.6706878664;121;﻿75990051108;NULL;True;2;;;8;26;Dr. Román Luera;110304;1996-09-18T00:00:00;4582784.658792814;;2023-10-03T10:19:18.575542;NULL;;41.39349263416701;;137632;l'Antiga Esquerra de l'Eixample;True;20001
;NULL;2.1900922256027453;;;Carrer del Torrent de Perera;;8033;NULL;;Barcelona;;;NULL;;Sant Andreu;;432355.69020175433;1;﻿99400591116;NULL;True;9;;;57;27;Àrea per a Gossos *Torrent Parera - N152;340701;2018-05-04T11:16:27;4589573.389761301;;2022-12-16T12:06:50.525116;NULL;;41.45489628276675;;NULL;la Trinitat Vella;;NULL
;NULL;2.195210401532787;;;Pl Voluntaris Olímpics;;8005;NULL;;BARCELONA;;;NULL;;Sant Martí;;432712.3790283837;NULL;﻿99400591162;NULL;True;10;;;67;28;Àrea d'Esbarjo per a Gossos *Parc Nova Icària;700884;2018-05-04T12:58:34;4581952.127605027;;2023-06-01T13:36:32.635841;NULL;;41.38628394171886;;NULL;la Vila Olímpica del Poblenou;;NULL
;9;2.1446854426483557;;;Carrer de Coll i Alentorn;;8035;NULL;;Barcelona;;;NULL;;Horta-Guinardó;;428529.716;5;﻿99400591181;97209125302;True;7;;;38;29;Àrea d'Esbarjo per a Gossos;700823;2018-05-04T13:58:28;4586217.392;Parc de la Vall d'Hebron;2022-11-29T15:46:07.050191;NULL;;41.42433873077027;;NULL;la Teixonera;;NULL
;NULL;2.1358730017106744;Tel.;;C Foneria;Telèfons;8038;NULL;934885136;BARCELONA;;;NULL;;Sants-Montjuïc;;427721.57617137337;1;﻿99400470064;NULL;True;3;;;13;30;Centre Veterinari Corvet;137300;2016-11-22T11:18:44;4579028.9431131035;;2022-11-21T12:05:45.696770;NULL;;41.35952297124152;;228970;la Marina de Port;True;20001
;NULL;2.18822498637201;Centraleta;;C Agustí i Milà;Telèfons;8030;NULL;933457066;BARCELONA;;;NULL;;Sant Andreu;;432182.0480279004;17;﻿75990013839;NULL;True;9;;;60;31;Assistència Veterinària Sant Andreu;4205;1996-09-17T00:00:00;4587688.98356534;;2023-10-03T10:45:43.452805;NULL;;41.437909473804304;;134977;Sant Andreu;True;20003
;NULL;2.179803090613063;Tel.;;Xiprer;Telèfons;8026;NULL;934365888;BARCELONA;;;NULL;;Horta-Guinardó;;431458.1384878269;53;﻿75990294352;NULL;True;7;;;35;32;Clínica Maragall Exòtics;79102;1996-09-18T00:00:00;4585551.054252518;;2023-10-03T10:40:27.450728;NULL;;41.41859244437264;;149996;el Guinardó;True;20001
;NULL;2.187244178098702;Tel.;;Av Meridiana;Telèfons;8027;NULL;933518457;BARCELONA;;;NULL;;Sant Andreu;;432080.9394207916;262;﻿75990275259;NULL;True;9;;;63;33;Clínica Veterinaria La Sagrera;209900;1996-09-18T00:00:00;4585647.698436079;;2023-10-03T10:40:04.022272;NULL;;41.419515771323994;;148504;Navas;True;20001
;NULL;2.184781269821971;Tel.;;Flor de Neu;Telèfons;8016;NULL;933549988;BARCELONA;;;NULL;;Nou Barris;;431901.43859812035;30;﻿75990271233;NULL;True;8;;;52;34;Centre Veterinari Gat i Gos;127205;1996-09-18T00:00:00;4588444.605149108;;2023-10-03T10:41:00.273733;NULL;;41.44469133150558;;148738;la Prosperitat;True;20001
;NULL;2.1405112526335617;Tel.;;Muntaner;Telèfons;8021;NULL;932014286;BARCELONA;;;NULL;;Sarrià-Sant Gervasi;;428154.9699771784;431;﻿75990429947;NULL;True;5;;;26;35;Hospital Veterinari Muntaner;223606;1997-03-09T00:00:00;4583606.1995303985;;2023-10-03T10:38:41.265362;NULL;;41.40078740215162;;153090;Sant Gervasi - Galvany;True;20001
;NULL;2.176338125163872;Tel.;;Desfar;Telèfons;8016;NULL;933522095;BARCELONA;;;NULL;;Nou Barris;;431181.4898961138;39;﻿75990334809;NULL;True;8;;;45;36;Centro Veterinario Desfar;99303;1996-09-18T00:00:00;4586911.305939835;;2023-10-03T10:41:29.050587;NULL;;41.430820095645004;;150323;Porta;True;20001
;NULL;2.1554756596016875;Tel.;;C Cardener;Telèfons;8024;NULL;935 125 476;BARCELONA;;;NULL;;Gràcia;;429414.9525423916;28;﻿99400565332;NULL;True;6;;;31;37;Veterinaria Barna Baires;66100;2017-12-05T14:14:50;4584526.255823291;;2022-09-21T09:51:30.587889;NULL;;41.40918560248385;;231203;la Vila de Gràcia;True;20001
;NULL;2.172490000040135;Tel.;;C Lorena;Telèfons;8042;NULL;692060858;BARCELONA;;;NULL;;Nou Barris;;430867.08979415905;65;﻿99400395359;NULL;True;8;;;48;38;Associació d'Acció Social DISCAN;180751;2015-09-01T14:56:21;4587659.363587814;;2025-01-08T11:59:46.742285;NULL;;41.43753056393972;;227470;la Guineueta;True;20001
;9999;2.1756622478486927;;;Plaça de Tetuan;;8010;NULL;;Barcelona;;;NULL;;Eixample;;431087.1978269327;9999;﻿99400722485;NULL;True;2;;;7;39;Espai per a gossos deslligats a la Plaça de Tetuan;335100;2023-10-30T15:33:07.994229;4582938.098415496;;2026-03-24T14:55:40.840807;NULL;;41.39502669625612;;NULL;la Dreta de l'Eixample;;NULL
;20;2.164677229185503;;;Carrer del Marquès de Campo Sagrado;;8015;NULL;;Barcelona;;;NULL;;Eixample;;430148.646;20;﻿99400722505;NULL;True;2;;;10;40;Espai per a gossos deslligats al carrer del Marquès de Campo Sagrado;198407;2023-10-31T09:44:11.148794;4580849.181;;2026-03-24T14:55:39.669163;NULL;;41.37613152293607;;NULL;Sant Antoni;;NULL
;4;2.150631796934587;;;Carrer d'Olot;;8024;NULL;;Barcelona;;;NULL;;Gràcia;;429016.90491675487;2;﻿99400721581;NULL;True;6;;;30;41;Espai per a gossos deslligats al Park Güell Forestal;234908;2023-10-08T18:24:04.310232;4585224.082485453;;2026-03-24T14:55:43.492084;NULL;;41.41543559529447;;NULL;la Salut;;NULL
;1;2.1574680645500326;;;Plaça de Margarida Xirgu;;8004;NULL;;Barcelona;;;NULL;;Sants-Montjuïc;;429540.2324475682;1;﻿99400722510;NULL;True;3;;;11;42;Espai per a gossos deslligats a la Plaça Margarida Xirgu;700685;2023-10-31T10:06:16.067695;4580282.670666677;;2026-03-24T14:55:38.997477;NULL;;41.37097610604312;;NULL;el Poble-sec;;NULL
;NULL;2.166926362658947;;;C Thous;;8024;NULL;;BARCELONA;;;NULL;;Horta-Guinardó;;430377.443078555;9;﻿99400369661;99298123646;True;7;;;33;43;Àrea per a Gossos;335406;2015-01-28T00:00:00;4585082.177602606;Jardins Hiroshima;2022-12-16T12:06:50.851895;NULL;;41.41427653406478;;NULL;el Baix Guinardó;;NULL
;5;2.126861501175222;;;Passatge de Rosa Leveroni;;8034;NULL;;Barcelona;;;NULL;;Les Corts;;427002.534;1;﻿99400369663;99400345117;True;4;;;21;44;Àrea per a Gossos;134357;2015-01-28T00:00:00;4582482.804;Jardins Emília Miret i Soler;2022-12-16T12:06:50.727347;NULL;;41.39056565892005;;NULL;Pedralbes;;NULL
;NULL;2.179946210051214;Tel.;;Enric Casanovas;Telèfons;8016;NULL;933547501;BARCELONA;;;NULL;;Nou Barris;;431493.84163116105;70;﻿75990035742;NULL;True;8;;;52;45;Clínica Veterinària Verdun;70709;1996-09-17T00:00:00;4588057.748834682;;2023-10-03T10:45:02.869808;NULL;;41.441172385309876;;136317;la Prosperitat;True;20001
;NULL;2.1602135367611432;Tel.;;Balmes;Telèfons;8008;NULL;934539879;BARCELONA;;;NULL;;Eixample;;429791.2253128115;81;﻿75990022989;NULL;True;2;;;8;46;Centre Mèdic Veterinari de Barcelona;32700;1996-09-17T00:00:00;4582487.970782512;;2023-10-03T10:19:06.007547;NULL;;41.390860454236645;;136591;l'Antiga Esquerra de l'Eixample;True;20001
;99;2.177280198558992;;;Via Júlia;;8042;NULL;;Barcelona;;;NULL;;Nou Barris;;431272.25;99;﻿99400722833;NULL;True;8;;;51;47;Espai per a gossos deslligats a la Plaça de Francesc Layret;174307;2023-11-06T11:51:21.739006;4588178.25;;2026-03-24T14:55:30.177075;NULL;;41.44223875528328;;NULL;Verdun;;NULL
